"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0033106";"cis-Golgi network membrane";4.048064e-05;0.003683739;1;271.4634;0.01098901;0.003677036;0.264722355692308;1;0.00809501;1;123.5329;0.006578947;1;0.00809501;0.63582624
"GO:0098791";"Golgi subcompartment";0.02772794;2.523243;8;3.170523;0.08791209;0.003857546;0.264722355692308;298;2.412313;8;3.316319;0.05263158;0.02684564;0.002995454;0.63582624
"GO:0031252";"cell leading edge";0.04055343;3.690363;10;2.709761;0.1098901;0.003861488;0.264722355692308;366;2.962774;9;3.037694;0.05921053;0.02459016;0.003005212;0.63582624
"GO:0044433";"cytoplasmic vesicle part";0.1173276;10.67681;20;1.873219;0.2197802;0.003983091;0.264722355692308;1430;11.57586;18;1.55496;0.1184211;0.01258741;0.04081531;0.893949958481013
"GO:0043231";"intracellular membrane-bounded organelle";0.6843317;62.27418;74;1.188293;0.8131868;0.004246243;0.271759552;10646;86.17947;96;1.113954;0.6315789;0.009017471;0.06201615;1
"GO:0043229";"intracellular organelle";0.750962;68.33755;79;1.156026;0.8681319;0.00465199;0.284693541517241;12367;100.111;106;1.058825;0.6973684;0.008571198;0.1776665;1
"GO:0005743";"mitochondrial inner membrane";0.02874632;2.615915;8;3.058203;0.08791209;0.004777843;0.284693541517241;497;4.02322;8;1.988457;0.05263158;0.01609658;0.04940041;0.948487872
"GO:0031984";"organelle subcompartment";0.02895191;2.634624;8;3.036486;0.08791209;0.004982578;0.2869964928;318;2.574213;8;3.107746;0.05263158;0.02515723;0.004429374;0.63582624
"GO:0097058";"CRLF-CLCF1 complex";6.013938e-05;0.005472684;1;182.7257;0.01098901;0.0054579;0.304233909677419;3;0.02428503;1;41.17763;0.006578947;0.3333333;0.02409025;0.753449965714286
"GO:0030008";"TRAPP complex";0.001253712;0.1140878;2;17.53036;0.02197802;0.005976949;0.322755246;15;0.1214251;1;8.235526;0.006578947;0.06666667;0.1148206;1
"GO:0043227";"membrane-bounded organelle";0.7563244;68.82552;79;1.14783;0.8681319;0.006410229;0.328288387764706;12319;99.72243;108;1.083006;0.7105263;0.008766945;0.08992077;1
"GO:0030672";"synaptic vesicle membrane";0.008056546;0.7331456;4;5.455942;0.04395604;0.006459378;0.328288387764706;81;0.6556958;2;3.050195;0.01315789;0.02469136;0.1398195;1
"GO:0031967";"organelle envelope";0.08228184;7.487647;15;2.0033;0.1648352;0.007274426;0.359148803657143;1163;9.414496;14;1.487068;0.09210526;0.01203783;0.08896054;1
"GO:0000139";"Golgi membrane";0.06690623;6.088467;13;2.135185;0.1428571;0.007535841;0.361720368;698;5.650317;13;2.300756;0.08552632;0.01862464;0.004465486;0.63582624
"GO:0002133";"polycystin complex";9.258408e-05;0.008425151;1;118.6922;0.01098901;0.008390146;0.387190944;2;0.01619002;1;61.76645;0.006578947;0.5;0.01612492;0.66342528
"GO:0044424";"intracellular part";0.8161994;74.27414;83;1.117482;0.9120879;0.008674061;0.387190944;14132;114.3987;116;1.013998;0.7631579;0.008208322;0.4236024;1
"GO:0005582";"collagen type XV trimer";9.921143e-05;0.00902824;1;110.7636;0.01098901;0.008988052;0.387190944;1;0.00809501;1;123.5329;0.006578947;1;0.00809501;0.63582624
"GO:1903767";"sweet taste receptor complex";9.933466e-05;0.009039454;1;110.6262;0.01098901;0.008999166;0.387190944;2;0.01619002;1;61.76645;0.006578947;0.5;0.01612492;0.66342528
"GO:0031410";"cytoplasmic vesicle";0.1805531;16.43033;26;1.58244;0.2857143;0.009251499;0.387190944;2194;17.76045;25;1.407622;0.1644737;0.01139471;0.0486445;0.948487872
"GO:0097708";"intracellular vesicle";0.1807937;16.45223;26;1.580333;0.2857143;0.009410891;0.387190944;2197;17.78474;25;1.4057;0.1644737;0.01137915;0.0493025;0.948487872
"GO:0019866";"organelle inner membrane";0.0326399;2.970231;8;2.693393;0.08791209;0.009928336;0.39898057227907;553;4.47654;8;1.787094;0.05263158;0.01446655;0.08076668;1
"GO:0098588";"bounding membrane of organelle";0.1645292;14.97215;24;1.602976;0.2637363;0.01094844;0.423381324255319;1976;15.99574;23;1.437883;0.1513158;0.01163968;0.04739455;0.945511547586207
"GO:0044232";"organelle membrane contact site";0.001760255;0.1601832;2;12.4857;0.02197802;0.01143709;0.423381324255319;16;0.1295202;1;7.720806;0.006578947;0.0625;0.1219919;1
"GO:0031982";"vesicle";0.3205407;29.1692;40;1.371309;0.4395604;0.01147817;0.423381324255319;4219;34.15285;41;1.200486;0.2697368;0.009717943;0.109267;1
"GO:0043625";"delta DNA polymerase complex";0.000127271;0.01158166;1;86.34338;0.01098901;0.01151558;0.423381324255319;5;0.04047505;1;24.70658;0.006578947;0.2;0.03982921;0.893829543896104
"GO:0044431";"Golgi apparatus part";0.08702929;7.919665;15;1.894019;0.1648352;0.01185725;0.426861;912;7.382649;15;2.031791;0.09868421;0.01644737;0.007178295;0.63582624
"GO:0031090";"organelle membrane";0.2226532;20.26144;30;1.480645;0.3296703;0.01237316;0.436343275102041;2879;23.30553;33;1.415973;0.2171053;0.01146231;0.02236219;0.753449965714286
"GO:0005773";"vacuole";0.05593732;5.090296;11;2.160974;0.1208791;0.01273647;0.4401724032;756;6.119827;10;1.634033;0.06578947;0.01322751;0.08724642;1
"GO:0008021";"synaptic vesicle";0.01536434;1.398155;5;3.576141;0.05494505;0.01339598;0.443780069433962;152;1.230441;3;2.438149;0.01973684;0.01973684;0.1257842;1
"GO:0005764";"lysosome";0.04887641;4.447753;10;2.248326;0.1098901;0.01350394;0.443780069433962;662;5.358897;9;1.67945;0.05921053;0.01359517;0.089433;1
"GO:0005581";"collagen trimer";0.01004044;0.91368;4;4.3779;0.04395604;0.01361131;0.443780069433962;89;0.7204559;2;2.77602;0.01315789;0.02247191;0.162303;1
"GO:0005737";"cytoplasm";0.718849;65.41526;75;1.146521;0.8241758;0.01412497;0.447378885818182;11263;91.1741;97;1.063899;0.6381579;0.00861227;0.1883355;1
"GO:0055038";"recycling endosome membrane";0.005518746;0.5022059;3;5.973646;0.03296703;0.01423949;0.447378885818182;61;0.4937956;3;6.075388;0.01973684;0.04918033;0.01328874;0.66342528
"GO:0001726";"ruffle";0.01589145;1.446122;5;3.457524;0.05494505;0.01528276;0.46830816;162;1.311392;5;3.812744;0.03289474;0.0308642;0.01030137;0.66342528
"GO:0015629";"actin cytoskeleton";0.04251556;3.868916;9;2.326233;0.0989011;0.01544823;0.46830816;459;3.71561;8;2.153079;0.05263158;0.01742919;0.0334575;0.833064109714286
"GO:0046691";"intracellular canaliculus";0.000175724;0.01599088;1;62.53564;0.01098901;0.01586509;0.46830816;1;0.00809501;1;123.5329;0.006578947;1;0.00809501;0.63582624
"GO:0030669";"clathrin-coated endocytic vesicle membrane";0.005774006;0.5254345;3;5.70956;0.03296703;0.01604156;0.46830816;48;0.3885605;3;7.720806;0.01973684;0.0625;0.006891482;0.63582624
"GO:0005605";"basal lamina";0.002121175;0.1930269;2;10.36125;0.02197802;0.0162607;0.46830816;21;0.1699952;2;11.76504;0.01315789;0.0952381;0.01235934;0.66342528
"GO:0071944";"cell periphery";0.4560998;41.50508;52;1.252859;0.5714286;0.01787821;0.494668141714286;5196;42.06167;55;1.307604;0.3618421;0.01058507;0.01328287;0.66342528
"GO:0000322";"storage vacuole";0.0001985594;0.0180689;1;55.34371;0.01098901;0.0179084;0.494668141714286;3;0.02428503;1;41.17763;0.006578947;0.3333333;0.02409025;0.753449965714286
"GO:0097730";"non-motile cilium";0.01095716;0.9971011;4;4.011629;0.04395604;0.0181409;0.494668141714286;126;1.019971;3;2.941259;0.01973684;0.02380952;0.0826383;1
"GO:0070382";"exocytic vesicle";0.01688331;1.536381;5;3.254401;0.05494505;0.01930063;0.494668141714286;167;1.351867;3;2.219154;0.01973684;0.01796407;0.1536708;1
"GO:0012505";"endomembrane system";0.3407814;31.0111;41;1.322107;0.4505495;0.01936517;0.494668141714286;4309;34.8814;44;1.261417;0.2894737;0.01021119;0.05023489;0.953910878241758
"GO:0097125";"cyclin B1-CDK1 complex";0.0002173211;0.01977622;1;50.56577;0.01098901;0.01958406;0.494668141714286;2;0.01619002;1;61.76645;0.006578947;0.5;0.01612492;0.66342528
"GO:0042643";"actomyosin, actin portion";0.0002174341;0.01978651;1;50.53949;0.01098901;0.01959415;0.494668141714286;2;0.01619002;1;61.76645;0.006578947;0.5;0.01612492;0.66342528
"GO:0030665";"clathrin-coated vesicle membrane";0.01126872;1.025454;4;3.900712;0.04395604;0.01987001;0.494668141714286;104;0.841881;4;4.751265;0.02631579;0.03846154;0.01015622;0.66342528
"GO:0099023";"tethering complex";0.006274091;0.5709423;3;5.254471;0.03296703;0.01992808;0.494668141714286;73;0.5909357;2;3.384463;0.01315789;0.02739726;0.1181107;1
"GO:0005640";"nuclear outer membrane";0.00237205;0.2158566;2;9.265411;0.02197802;0.02003864;0.494668141714286;24;0.1942802;2;10.29441;0.01315789;0.08333333;0.01598881;0.66342528
"GO:0097342";"ripoptosome";0.0002300305;0.02093278;1;47.77197;0.01098901;0.02071756;0.496931234594595;7;0.05666507;1;17.64756;0.006578947;0.1428571;0.055316;0.979131173877551
"GO:0009925";"basal plasma membrane";0.002422849;0.2204792;2;9.071149;0.02197802;0.0208442;0.496931234594595;30;0.2428503;2;8.235526;0.01315789;0.06666667;0.02441736;0.753449965714286
"GO:0031966";"mitochondrial membrane";0.04484353;4.080761;9;2.205471;0.0989011;0.02104097;0.496931234594595;704;5.698887;9;1.579256;0.05921053;0.01278409;0.1183186;1
"GO:0098805";"whole membrane";0.1374166;12.50491;20;1.599372;0.2197802;0.02128062;0.496931234594595;1610;13.03297;19;1.457842;0.125;0.01180124;0.06155521;1
"GO:0099503";"secretory vesicle";0.06938089;6.313661;12;1.90064;0.1318681;0.02344684;0.535449016708861;935;7.568834;10;1.321207;0.06578947;0.01069519;0.2265019;1
"GO:0043601";"nuclear replisome";0.00260739;0.2372725;2;8.429128;0.02197802;0.023882;0.535449016708861;31;0.2509453;2;7.969864;0.01315789;0.06451613;0.02596479;0.777812424827586
"GO:0098992";"neuronal dense core vesicle";0.000266799;0.02427871;1;41.18835;0.01098901;0.02398952;0.535449016708861;1;0.00809501;1;123.5329;0.006578947;1;0.00809501;0.63582624
"GO:0044432";"endoplasmic reticulum part";0.1036326;9.430567;16;1.696611;0.1758242;0.02433363;0.535449016708861;1281;10.36971;12;1.157217;0.07894737;0.009367681;0.3429029;1
"GO:0030894";"replisome";0.002642504;0.2404678;2;8.31712;0.02197802;0.02447944;0.535449016708861;33;0.2671353;2;7.486842;0.01315789;0.06060606;0.02917529;0.800236525714286
"GO:0005783";"endoplasmic reticulum";0.1491384;13.5716;21;1.547349;0.2307692;0.02543011;0.549290376;1784;14.4415;19;1.315653;0.125;0.01065022;0.1312637;1
"GO:0002102";"podosome";0.00275815;0.2509916;2;7.968394;0.02197802;0.02648992;0.565118293333333;29;0.2347553;2;8.51951;0.01315789;0.06896552;0.02290945;0.753449965714286
"GO:0005740";"mitochondrial envelope";0.04708597;4.284823;9;2.100437;0.0989011;0.02769655;0.583654126829268;746;6.038877;9;1.490343;0.05921053;0.01206434;0.1517547;1
"GO:0071458";"integral component of cytoplasmic side of endoplasmic reticulum membrane";0.0003156775;0.02872665;1;34.81088;0.01098901;0.02832237;0.58965126939759;6;0.04857006;1;20.58882;0.006578947;0.1666667;0.04760388;0.945511547586207
"GO:0045334";"clathrin-coated endocytic vesicle";0.007232584;0.6581651;3;4.558127;0.03296703;0.02870377;0.590477554285714;67;0.5423657;3;5.531324;0.01973684;0.04477612;0.01707969;0.670766007272727
"GO:0098589";"membrane region";0.03998368;3.638515;8;2.198699;0.08791209;0.02948019;0.599314921411765;377;3.051819;8;2.621388;0.05263158;0.02122016;0.01180271;0.66342528
"GO:0014704";"intercalated disc";0.007361857;0.669929;3;4.478087;0.03296703;0.03002069;0.603206422325581;50;0.4047505;3;7.411974;0.01973684;0.06;0.00771836;0.63582624
"GO:0090723";"growth cone part";0.003005728;0.2735212;2;7.312047;0.02197802;0.03100918;0.615906471724138;16;0.1295202;2;15.44161;0.01315789;0.125;0.007251632;0.63582624
"GO:0045121";"membrane raft";0.03351701;3.050048;7;2.295046;0.07692308;0.03345782;0.644136875604396;300;2.428503;7;2.882434;0.04605263;0.02333333;0.01123543;0.66342528
"GO:0044454";"nuclear chromosome part";0.04106886;3.737266;8;2.140602;0.08791209;0.03375495;0.644136875604396;514;4.160835;9;2.163027;0.05921053;0.01750973;0.02420298;0.753449965714286
"GO:0098857";"membrane microdomain";0.03358907;3.056605;7;2.290122;0.07692308;0.03378917;0.644136875604396;301;2.436598;7;2.872858;0.04605263;0.02325581;0.01142714;0.66342528
"GO:0005886";"plasma membrane";0.4485177;40.81511;50;1.225037;0.5494505;0.03392156;0.644136875604396;5094;41.23598;52;1.261035;0.3421053;0.01020809;0.03215765;0.821329327058824
"GO:0044440";"endosomal part";0.04159388;3.785043;8;2.113582;0.08791209;0.03596844;0.675581133913044;478;3.869415;6;1.550622;0.03947368;0.0125523;0.1918725;1
"GO:0030141";"secretory granule";0.05784982;5.264334;10;1.899576;0.1098901;0.03761657;0.68760576;820;6.637908;9;1.355849;0.05921053;0.01097561;0.2205761;1
"GO:0042995";"cell projection";0.2032869;18.49911;26;1.405473;0.2857143;0.03800762;0.68760576;1917;15.51813;26;1.675459;0.1710526;0.01356286;0.005935035;0.63582624
"GO:0031265";"CD95 death-inducing signaling complex";0.0004259868;0.0387648;1;25.7966;0.01098901;0.038031;0.68760576;6;0.04857006;1;20.58882;0.006578947;0.1666667;0.04760388;0.945511547586207
"GO:0030659";"cytoplasmic vesicle membrane";0.06624826;6.028592;11;1.824638;0.1208791;0.03820032;0.68760576;728;5.893167;9;1.527192;0.05921053;0.01236264;0.1368858;1
"GO:0000790";"nuclear chromatin";0.02740496;2.493852;6;2.405917;0.06593407;0.03931086;0.691339112727273;316;2.558023;6;2.345561;0.03947368;0.01898734;0.04385619;0.924188979512195
"GO:0044446";"intracellular organelle part";0.5859578;53.32216;62;1.162744;0.6813187;0.03947831;0.691339112727273;8863;71.74607;76;1.059291;0.5;0.008574975;0.2698925;1
"GO:0005759";"mitochondrial matrix";0.02745584;2.498481;6;2.401459;0.06593407;0.03960797;0.691339112727273;454;3.675134;5;1.360494;0.03289474;0.01101322;0.3069259;1
"GO:0044422";"organelle part";0.5980191;54.41974;63;1.157668;0.6923077;0.04045132;0.694023825742574;9078;73.4865;79;1.075027;0.5197368;0.008702357;0.2069065;1
"GO:0005788";"endoplasmic reticulum lumen";0.02761808;2.513245;6;2.387352;0.06593407;0.04056505;0.694023825742574;298;2.412313;4;1.65816;0.02631579;0.01342282;0.2223407;1
"GO:0045180";"basal cortex";0.0004692373;0.04270059;1;23.41888;0.01098901;0.04181137;0.703570486153846;5;0.04047505;1;24.70658;0.006578947;0.2;0.03982921;0.893829543896104
"GO:0005794";"Golgi apparatus";0.1384153;12.59579;19;1.50844;0.2087912;0.04201764;0.703570486153846;1464;11.85109;19;1.603227;0.125;0.01297814;0.02754139;0.78742467147541
"GO:0012506";"vesicle membrane";0.0673826;6.131816;11;1.793922;0.1208791;0.04234452;0.703570486153846;746;6.038877;9;1.490343;0.05921053;0.01206434;0.1517547;1
"GO:0098793";"presynapse";0.04318464;3.929802;8;2.035726;0.08791209;0.04327353;0.712158665142857;354;2.865633;6;2.093778;0.03947368;0.01694915;0.06832535;1
"GO:0005925";"focal adhesion";0.03580865;3.258587;7;2.148171;0.07692308;0.04509505;0.7351344;393;3.181339;8;2.514665;0.05263158;0.02035623;0.01483562;0.66342528
"GO:0005924";"cell-substrate adherens junction";0.03592902;3.269541;7;2.140974;0.07692308;0.04577039;0.73917041046729;396;3.205624;8;2.495614;0.05263158;0.02020202;0.01546213;0.66342528
"GO:0031264";"death-inducing signaling complex";0.0005259263;0.0478593;1;20.89458;0.01098901;0.0467441;0.7479056;9;0.07285509;1;13.72588;0.006578947;0.1111111;0.07055461;1
"GO:0042589";"zymogen granule membrane";0.0005479594;0.04986431;1;20.05443;0.01098901;0.04865449;0.771329896513761;11;0.08904511;1;11.23026;0.006578947;0.09090909;0.085549;1
"GO:0032991";"macromolecular complex";0.3825065;34.80809;43;1.235345;0.4725275;0.0497363;0.777227245714286;5073;41.06598;52;1.266255;0.3421053;0.01025034;0.02992101;0.80786727
"GO:0000228";"nuclear chromosome";0.04454939;4.053995;8;1.973362;0.08791209;0.05028055;0.777227245714286;550;4.452255;9;2.021447;0.05921053;0.01636364;0.03513396;0.855091308169014
"GO:0000276";"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0.0005678496;0.05167431;1;19.35197;0.01098901;0.05037584;0.777227245714286;11;0.08904511;1;11.23026;0.006578947;0.09090909;0.085549;1
"GO:0030055";"cell-substrate junction";0.03684507;3.352901;7;2.087744;0.07692308;0.05112471;0.781800875044248;401;3.246099;8;2.464497;0.05263158;0.01995012;0.01654873;0.665028033488372
"GO:0030658";"transport vesicle membrane";0.01535972;1.397734;4;2.861774;0.04395604;0.05207288;0.788704485517241;177;1.432817;2;1.395852;0.01315789;0.01129944;0.4207344;1
"GO:0072534";"perineuronal net";0.0005923823;0.05390679;1;18.55054;0.01098901;0.05249471;0.788704485517241;2;0.01619002;1;61.76645;0.006578947;0.5;0.01612492;0.66342528
"GO:0045263";"proton-transporting ATP synthase complex, coupling factor F(o)";0.0005976078;0.05438231;1;18.38833;0.01098901;0.05294544;0.788704485517241;13;0.1052351;1;9.50253;0.006578947;0.07692308;0.1003031;1
"GO:0090724";"central region of growth cone";0.0006214386;0.05655091;1;17.68318;0.01098901;0.05499824;0.808705296;5;0.04047505;1;24.70658;0.006578947;0.2;0.03982921;0.893829543896104
"GO:0071203";"WASH complex";0.0006289115;0.05723095;1;17.47306;0.01098901;0.05564106;0.808705296;10;0.0809501;1;12.35329;0.006578947;0.1;0.07808208;1
"GO:0042588";"zymogen granule";0.0006323377;0.05754273;1;17.37839;0.01098901;0.05593563;0.808705296;14;0.1133301;1;8.823778;0.006578947;0.07142857;0.1075912;1
"GO:0016324";"apical plasma membrane";0.02997721;2.727926;6;2.199473;0.06593407;0.05616009;0.808705296;292;2.363743;7;2.961405;0.04605263;0.0239726;0.009784926;0.66342528
"GO:0030662";"coated vesicle membrane";0.01582016;1.439635;4;2.778482;0.04395604;0.05682652;0.808892113170732;163;1.319487;4;3.031482;0.02631579;0.02453988;0.04361965;0.924188979512195
"GO:0005635";"nuclear envelope";0.03781245;3.440933;7;2.034332;0.07692308;0.05719612;0.808892113170732;438;3.545614;6;1.692231;0.03947368;0.01369863;0.1453346;1
"GO:0045178";"basal part of cell";0.004245244;0.3863172;2;5.177092;0.02197802;0.05757739;0.808892113170732;47;0.3804655;2;5.256719;0.01315789;0.04255319;0.05552943;0.979131173877551
"GO:0005765";"lysosomal membrane";0.02286849;2.081033;5;2.402653;0.05494505;0.05809303;0.809554482580645;346;2.800873;4;1.428126;0.02631579;0.01156069;0.307636;1
"GO:0061695";"transferase complex, transferring phosphorus-containing groups";0.02292479;2.086156;5;2.396753;0.05494505;0.05858388;0.80986355712;271;2.193748;5;2.279205;0.03289474;0.01845018;0.06961783;1
"GO:0097458";"neuron part";0.1635079;14.87922;21;1.411364;0.2307692;0.06016529;0.819421137637795;1356;10.97683;20;1.822019;0.1315789;0.01474926;0.006605219;0.63582624
"GO:0042567";"insulin-like growth factor ternary complex";0.0006823316;0.06209218;1;16.10509;0.01098901;0.06022366;0.819421137637795;4;0.03238004;1;30.88322;0.006578947;0.25;0.03199151;0.821329327058824
"GO:0042582";"azurophil granule";0.009811572;0.8928531;3;3.360015;0.03296703;0.06079134;0.82068309;154;1.246632;3;2.406485;0.01973684;0.01948052;0.129389;1
"GO:0016942";"insulin-like growth factor binding protein complex";0.0006988648;0.06359669;1;15.72409;0.01098901;0.06163748;0.823037892923077;5;0.04047505;1;24.70658;0.006578947;0.2;0.03982921;0.893829543896104
"GO:0030133";"transport vesicle";0.03074433;2.797734;6;2.144593;0.06593407;0.06191836;0.823037892923077;369;2.987059;4;1.33911;0.02631579;0.01084011;0.3498012;1
"GO:0030666";"endocytic vesicle membrane";0.01635875;1.488646;4;2.687005;0.04395604;0.0626746;0.825277745454546;162;1.311392;4;3.050195;0.02631579;0.02469136;0.04280837;0.924188979512195
"GO:0044437";"vacuolar part";0.03868465;3.520303;7;1.988465;0.07692308;0.06304205;0.825277745454546;553;4.47654;6;1.340321;0.03947368;0.01084991;0.2913211;1
"GO:0031201";"SNARE complex";0.004495795;0.4091173;2;4.888573;0.02197802;0.06364998;0.826971168721804;54;0.4371305;2;4.575292;0.01315789;0.03703704;0.07089387;1
"GO:0034993";"LINC complex";0.0007372005;0.06708525;1;14.90641;0.01098901;0.06490765;0.837018053731343;8;0.06476008;1;15.44161;0.006578947;0.125;0.06296608;1
"GO:0098554";"cytoplasmic side of endoplasmic reticulum membrane";0.000748907;0.06815054;1;14.6734;0.01098901;0.06590401;0.843571328;10;0.0809501;1;12.35329;0.006578947;0.1;0.07808208;1
"GO:0033391";"chromatoid body";0.000806587;0.07339942;1;13.62409;0.01098901;0.07079791;0.891873002517482;12;0.09714012;1;10.29441;0.006578947;0.08333333;0.09295583;1
"GO:0030136";"clathrin-coated vesicle";0.0170691;1.553288;4;2.575182;0.04395604;0.07085628;0.891873002517482;174;1.408532;4;2.839837;0.02631579;0.02298851;0.05311293;0.979131173877551
"GO:0016020";"membrane";0.6476204;58.93345;66;1.119907;0.7252747;0.07285029;0.891873002517482;9041;73.18698;82;1.120418;0.5394737;0.009069793;0.08774864;1
"GO:0043596";"nuclear replication fork";0.004868635;0.4430458;2;4.514206;0.02197802;0.07306408;0.891873002517482;46;0.3723705;2;5.370995;0.01315789;0.04347826;0.05344302;0.979131173877551
"GO:0071556";"integral component of lumenal side of endoplasmic reticulum membrane";0.00083404;0.07589764;1;13.17564;0.01098901;0.07311827;0.891873002517482;22;0.1780902;1;5.615132;0.006578947;0.04545455;0.1638234;1
"GO:0033270";"paranode region of axon";0.0008351102;0.07599503;1;13.15876;0.01098901;0.07320861;0.891873002517482;12;0.09714012;1;10.29441;0.006578947;0.08333333;0.09295583;1
"GO:0044291";"cell-cell contact zone";0.01062648;0.9670098;3;3.102347;0.03296703;0.0733493;0.891873002517482;68;0.5504607;3;5.449981;0.01973684;0.04411765;0.01776418;0.68032332
"GO:0014731";"spectrin-associated cytoskeleton";0.0008421971;0.07663994;1;13.04803;0.01098901;0.07380662;0.891873002517482;8;0.06476008;1;15.44161;0.006578947;0.125;0.06296608;1
"GO:0008290";"F-actin capping protein complex";0.0008724074;0.07938907;1;12.59619;0.01098901;0.07635153;0.90565308972973;8;0.06476008;1;15.44161;0.006578947;0.125;0.06296608;1
