"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0035014";"phosphatidylinositol 3-kinase regulator activity";0.001326478;0.09683292;2;20.65413;0.02739726;0.00434362;1;10;0.05645204;2;35.4283;0.01886792;0.2;0.001379252;0.727900243
"GO:0017136";"NAD-dependent histone deacetylase activity";0.001360382;0.09930788;2;20.13939;0.02739726;0.004561222;1;16;0.09032327;1;11.07134;0.009433962;0.0625;0.08663115;1
"GO:0034979";"NAD-dependent protein deacetylase activity";0.001400472;0.1022344;2;19.56288;0.02739726;0.004824919;1;17;0.09596847;1;10.42009;0.009433962;0.05882353;0.0917917;1
"GO:0005041";"low-density lipoprotein receptor activity";0.001686571;0.1231197;2;16.24435;0.02739726;0.006904258;1;14;0.07903286;1;12.65296;0.009433962;0.07142857;0.07622275;1
"GO:0046914";"transition metal ion binding";0.09427159;6.881826;14;2.034344;0.1917808;0.007719662;1;1066;6.017788;15;2.49261;0.1415094;0.01407129;0.0009382286;0.565885878457143
"GO:0005174";"CD40 receptor binding";0.0001078781;0.007875105;1;126.9824;0.01369863;0.007844599;1;2;0.01129041;1;88.57075;0.009433962;0.5;0.01125884;1
"GO:0008137";"NADH dehydrogenase (ubiquinone) activity";0.001851218;0.1351389;2;14.79958;0.02739726;0.008254096;1;45;0.2540342;1;3.936478;0.009433962;0.02222222;0.2251251;1
"GO:0003954";"NADH dehydrogenase activity";0.001880399;0.1372691;2;14.56992;0.02739726;0.008504727;1;47;0.2653246;1;3.768968;0.009433962;0.0212766;0.2338702;1
"GO:0000989";"transcription factor activity, transcription factor binding";0.06635438;4.84387;11;2.270912;0.1506849;0.008528809;1;600;3.387123;9;2.657123;0.08490566;0.015;0.006886248;1
"GO:0030228";"lipoprotein particle receptor activity";0.00188702;0.1377525;2;14.51879;0.02739726;0.008562068;1;17;0.09596847;1;10.42009;0.009433962;0.05882353;0.0917917;1
"GO:0000988";"transcription factor activity, protein binding";0.06707538;4.896503;11;2.246501;0.1506849;0.009210761;1;608;3.432284;9;2.622161;0.08490566;0.01480263;0.007482297;1
"GO:0005164";"tumor necrosis factor receptor binding";0.00220131;0.1606957;2;12.44589;0.02739726;0.01148145;1;32;0.1806465;2;11.07134;0.01886792;0.0625;0.01402311;1
"GO:0004750";"ribulose-phosphate 3-epimerase activity";0.0001604149;0.01171029;1;85.39499;0.01369863;0.01164292;1;2;0.01129041;1;88.57075;0.009433962;0.5;0.01125884;1
"GO:0019784";"NEDD8-specific protease activity";0.0001741047;0.01270964;1;78.68044;0.01369863;0.01263031;1;7;0.03951643;1;25.30593;0.009433962;0.1428571;0.03885956;1
"GO:0030955";"potassium ion binding";0.002438966;0.1780445;2;11.23315;0.02739726;0.01393862;1;15;0.08467806;1;11.80943;0.009433962;0.06666667;0.08144155;1
"GO:0046556";"alpha-L-arabinofuranosidase activity";0.0002284677;0.01667814;1;59.95872;0.01369863;0.01654171;1;2;0.01129041;1;88.57075;0.009433962;0.5;0.01125884;1
"GO:0016655";"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor";0.002711371;0.1979301;2;10.10458;0.02739726;0.01700835;1;58;0.3274218;1;3.054164;0.009433962;0.01724138;0.2802493;1
"GO:0047045";"testosterone 17-beta-dehydrogenase (NADP+) activity";0.0002514937;0.01835904;1;54.46907;0.01369863;0.01819381;1;3;0.01693561;1;59.04717;0.009433962;0.3333333;0.01684108;1
"GO:0047499";"calcium-independent phospholipase A2 activity";0.0002596624;0.01895536;1;52.75553;0.01369863;0.01877925;1;6;0.03387123;1;29.52358;0.009433962;0.1666667;0.03340117;1
"GO:0031420";"alkali metal ion binding";0.002868417;0.2093944;2;9.551353;0.02739726;0.01889679;1;20;0.1129041;1;8.857075;0.009433962;0.05;0.1071007;1
"GO:0001047";"core promoter binding";0.02144598;1.565556;5;3.193753;0.06849315;0.02046389;1;167;0.9427491;4;4.24291;0.03773585;0.0239521;0.01486964;1
"GO:0003917";"DNA topoisomerase type I activity";0.0002883725;0.0210512;1;47.50324;0.01369863;0.02083414;1;4;0.02258082;1;44.28538;0.009433962;0.25;0.0223921;1
"GO:0003705";"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding";0.01434934;1.047502;4;3.818609;0.05479452;0.02109547;1;100;0.5645204;4;7.08566;0.03773585;0.04;0.002483422;1
"GO:1904492";"Ac-Asp-Glu binding";0.0003006724;0.02194909;1;45.55999;0.01369863;0.02171319;1;1;0.005645204;1;177.1415;0.009433962;1;0.005645204;1
"GO:1904493";"tetrahydrofolyl-poly(glutamate) polymer binding";0.0003006724;0.02194909;1;45.55999;0.01369863;0.02171319;1;1;0.005645204;1;177.1415;0.009433962;1;0.005645204;1
"GO:0032813";"tumor necrosis factor receptor superfamily binding";0.003112359;0.2272022;2;8.802732;0.02739726;0.02199619;1;47;0.2653246;2;7.537937;0.01886792;0.04255319;0.02893824;1
"GO:0004175";"endopeptidase activity";0.02994154;2.185732;6;2.745075;0.08219178;0.02226407;1;415;2.34276;6;2.561082;0.05660377;0.01445783;0.03025367;1
"GO:0070011";"peptidase activity, acting on L-amino acid peptides";0.04761806;3.476118;8;2.301418;0.109589;0.02266974;1;624;3.522607;8;2.271045;0.0754717;0.01282051;0.02497026;1
"GO:0004965";"G-protein coupled GABA receptor activity";0.0003242339;0.02366907;1;42.24922;0.01369863;0.02339491;1;3;0.01693561;1;59.04717;0.009433962;0.3333333;0.01684108;1
"GO:0004407";"histone deacetylase activity";0.00356273;0.2600793;2;7.689962;0.02739726;0.02822535;1;44;0.248389;1;4.025943;0.009433962;0.02272727;0.2207156;1
"GO:0008233";"peptidase activity";0.04977645;3.633681;8;2.201624;0.109589;0.02854684;1;646;3.646802;8;2.193703;0.0754717;0.0123839;0.02984779;1
"GO:0033558";"protein deacetylase activity";0.00360282;0.2630059;2;7.604393;0.02739726;0.02881046;1;45;0.2540342;1;3.936478;0.009433962;0.02222222;0.2251251;1
"GO:0004727";"prenylated protein tyrosine phosphatase activity";0.0004145284;0.03026057;1;33.0463;0.01369863;0.02981339;1;2;0.01129041;1;88.57075;0.009433962;0.5;0.01125884;1
"GO:0051033";"RNA transmembrane transporter activity";0.0004155697;0.03033659;1;32.9635;0.01369863;0.02988717;1;3;0.01693561;1;59.04717;0.009433962;0.3333333;0.01684108;1
"GO:0003916";"DNA topoisomerase activity";0.0004576448;0.03340807;1;29.93289;0.01369863;0.03286358;1;7;0.03951643;1;25.30593;0.009433962;0.1428571;0.03885956;1
"GO:0001227";"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding";0.0328892;2.400911;6;2.499051;0.08219178;0.0331298;1;226;1.275816;5;3.91906;0.04716981;0.02212389;0.009167493;1
"GO:0047035";"testosterone dehydrogenase (NAD+) activity";0.000462098;0.03373315;1;29.64443;0.01369863;0.03317807;1;6;0.03387123;1;29.52358;0.009433962;0.1666667;0.03340117;1
"GO:0031624";"ubiquitin conjugating enzyme binding";0.004117481;0.3005761;2;6.653889;0.02739726;0.03674223;1;34;0.1919369;1;5.210044;0.009433962;0.02941176;0.1752299;1
"GO:0008254";"3'-nucleotidase activity";0.0005237212;0.03823165;1;26.15634;0.01369863;0.03751968;1;1;0.005645204;1;177.1415;0.009433962;1;0.005645204;1
"GO:0008441";"3'(2'),5'-bisphosphate nucleotidase activity";0.0005386323;0.03932016;1;25.43225;0.01369863;0.03856734;1;2;0.01129041;1;88.57075;0.009433962;0.5;0.01125884;1
"GO:0019208";"phosphatase regulator activity";0.01022662;0.7465434;3;4.01852;0.04109589;0.0391947;1;91;0.5137136;3;5.83983;0.02830189;0.03296703;0.01483616;1
"GO:0055100";"adiponectin binding";0.0005687578;0.04151932;1;24.08517;0.01369863;0.04068053;1;3;0.01693561;1;59.04717;0.009433962;0.3333333;0.01684108;1
"GO:0042277";"peptide binding";0.02583163;1.885709;5;2.651523;0.06849315;0.04072356;1;248;1.400011;4;2.857121;0.03773585;0.01612903;0.05201679;1
"GO:0044390";"ubiquitin-like protein conjugating enzyme binding";0.00446993;0.3263049;2;6.129237;0.02739726;0.04260144;1;40;0.2258082;1;4.428538;0.009433962;0.025;0.2028274;1
"GO:0032051";"clathrin light chain binding";0.0006459195;0.04715212;1;21.20795;0.01369863;0.04607226;1;7;0.03951643;1;25.30593;0.009433962;0.1428571;0.03885956;1
"GO:1900750";"oligopeptide binding";0.0006463647;0.04718463;1;21.19334;0.01369863;0.04610329;1;12;0.06774245;1;14.76179;0.009433962;0.08333333;0.06569687;1
"GO:0019213";"deacetylase activity";0.004675017;0.3412762;2;5.860356;0.02739726;0.04616111;1;58;0.3274218;1;3.054164;0.009433962;0.01724138;0.2802493;1
"GO:0008237";"metallopeptidase activity";0.01880507;1.37277;4;2.913816;0.05479452;0.0490119;1;187;1.055653;5;4.736404;0.04716981;0.02673797;0.004182672;1
"GO:0004865";"protein serine/threonine phosphatase inhibitor activity";0.0006910634;0.05044762;1;19.82254;0.01369863;0.04921286;1;8;0.04516163;1;22.14269;0.009433962;0.125;0.04428742;1
"GO:0050692";"DBD domain binding";0.0006931939;0.05060316;1;19.76161;0.01369863;0.04936083;1;3;0.01693561;1;59.04717;0.009433962;0.3333333;0.01684108;1
"GO:0033218";"amide binding";0.02769064;2.021416;5;2.473513;0.06849315;0.05204532;1;281;1.586302;4;2.521587;0.03773585;0.01423488;0.07493413;1
"GO:0008970";"phosphatidylcholine 1-acylhydrolase activity";0.0007401961;0.05403431;1;18.50676;0.01369863;0.05261936;1;10;0.05645204;1;17.71415;0.009433962;0.1;0.05505221;1
"GO:0008934";"inositol monophosphate 1-phosphatase activity";0.000766524;0.05595625;1;17.8711;0.01369863;0.05443979;1;4;0.02258082;1;44.28538;0.009433962;0.25;0.0223921;1
"GO:0052832";"inositol monophosphate 3-phosphatase activity";0.000766524;0.05595625;1;17.8711;0.01369863;0.05443979;1;4;0.02258082;1;44.28538;0.009433962;0.25;0.0223921;1
"GO:0052833";"inositol monophosphate 4-phosphatase activity";0.000766524;0.05595625;1;17.8711;0.01369863;0.05443979;1;4;0.02258082;1;44.28538;0.009433962;0.25;0.0223921;1
"GO:0016167";"glial cell-derived neurotrophic factor receptor activity";0.0008098978;0.05912254;1;16.91402;0.01369863;0.05743132;1;3;0.01693561;1;59.04717;0.009433962;0.3333333;0.01684108;1
"GO:0004222";"metalloendopeptidase activity";0.0126494;0.9234063;3;3.248841;0.04109589;0.06560006;1;115;0.6491985;4;6.161444;0.03773585;0.03478261;0.004105573;1
"GO:0031996";"thioesterase binding";0.0009304822;0.0679252;1;14.72208;0.01369863;0.06569919;1;11;0.06209725;1;16.10377;0.009433962;0.09090909;0.06038947;1
"GO:0016805";"dipeptidase activity";0.0009812213;0.07162916;1;13.9608;0.01369863;0.06915669;1;15;0.08467806;1;11.80943;0.009433962;0.06666667;0.08144155;1
"GO:0016811";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";0.005952972;0.4345669;2;4.602283;0.02739726;0.07057586;1;90;0.5080684;1;1.968239;0.009433962;0.01111111;0.3999382;1
"GO:0004089";"carbonate dehydratase activity";0.001031166;0.07527511;1;13.2846;0.01369863;0.07254773;1;13;0.07338766;1;13.62627;0.009433962;0.07692308;0.07097458;1
"GO:0001162";"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding";0.001067825;0.07795124;1;12.82853;0.01369863;0.07502899;1;8;0.04516163;1;22.14269;0.009433962;0.125;0.04428742;1
"GO:0038024";"cargo receptor activity";0.00625672;0.4567406;2;4.378854;0.02739726;0.07688535;1;68;0.3838739;1;2.605022;0.009433962;0.01470588;0.3199928;1
"GO:0016857";"racemase and epimerase activity, acting on carbohydrates and derivatives";0.001113997;0.08132181;1;12.29682;0.01369863;0.07814482;1;10;0.05645204;1;17.71415;0.009433962;0.1;0.05505221;1
"GO:0050693";"LBD domain binding";0.001175634;0.08582127;1;11.65212;0.01369863;0.08228809;1;6;0.03387123;1;29.52358;0.009433962;0.1666667;0.03340117;1
"GO:0043559";"insulin binding";0.001189147;0.08680773;1;11.51971;0.01369863;0.08319399;1;5;0.02822602;1;35.4283;0.009433962;0.2;0.02791207;1
"GO:0043125";"ErbB-3 class receptor binding";0.001312409;0.09580583;1;10.43778;0.01369863;0.09141675;1;4;0.02258082;1;44.28538;0.009433962;0.25;0.0223921;1
"GO:0016651";"oxidoreductase activity, acting on NAD(P)H";0.006978893;0.5094592;2;3.925732;0.02739726;0.09255706;1;109;0.6153273;1;1.625151;0.009433962;0.009174312;0.4614404;1
"GO:0016854";"racemase and epimerase activity";0.001357302;0.09908302;1;10.09255;0.01369863;0.09439344;1;15;0.08467806;1;11.80943;0.009433962;0.06666667;0.08144155;1
"GO:0016787";"hydrolase activity";0.1938115;14.14824;19;1.342923;0.260274;0.1015641;1;2532;14.29366;18;1.2593;0.1698113;0.007109005;0.1784933;1
"GO:0008349";"MAP kinase kinase kinase kinase activity";0.001474917;0.1076689;1;9.287729;0.01369863;0.1021466;1;11;0.06209725;1;16.10377;0.009433962;0.09090909;0.06038947;1
"GO:0019207";"kinase regulator activity";0.02435717;1.778074;4;2.249626;0.05479452;0.1028073;1;212;1.196783;4;3.342293;0.03773585;0.01886792;0.03217268;1
"GO:0070491";"repressing transcription factor binding";0.00752907;0.5496221;2;3.638864;0.02739726;0.1050643;1;60;0.3387123;1;2.952358;0.009433962;0.01666667;0.2883779;1
"GO:0004623";"phospholipase A2 activity";0.001533584;0.1119516;1;8.93243;0.01369863;0.1059893;1;34;0.1919369;1;5.210044;0.009433962;0.02941176;0.1752299;1
"GO:0005168";"neurotrophin TRKA receptor binding";0.001548721;0.1130566;1;8.845125;0.01369863;0.1069782;1;6;0.03387123;1;29.52358;0.009433962;0.1666667;0.03340117;1
"GO:0001161";"intronic transcription regulatory region sequence-specific DNA binding";0.001570526;0.1146484;1;8.722318;0.01369863;0.1084008;1;11;0.06209725;1;16.10377;0.009433962;0.09090909;0.06038947;1
"GO:0005068";"transmembrane receptor protein tyrosine kinase adaptor activity";0.001586997;0.1158508;1;8.631794;0.01369863;0.1094738;1;11;0.06209725;1;16.10377;0.009433962;0.09090909;0.06038947;1
"GO:0022884";"macromolecule transmembrane transporter activity";0.001601172;0.1168855;1;8.555379;0.01369863;0.1103963;1;21;0.1185493;1;8.43531;0.009433962;0.04761905;0.1121467;1
"GO:0001540";"beta-amyloid binding";0.007796692;0.5691585;2;3.513959;0.02739726;0.1113068;1;55;0.3104862;1;3.220755;0.009433962;0.01818182;0.2678836;1
"GO:0008252";"nucleotidase activity";0.001665339;0.1215698;1;8.225729;0.01369863;0.1145605;1;16;0.09032327;1;11.07134;0.009433962;0.0625;0.08663115;1
"GO:0031683";"G-protein beta/gamma-subunit complex binding";0.001692165;0.123528;1;8.095328;0.01369863;0.1162956;1;20;0.1129041;1;8.857075;0.009433962;0.05;0.1071007;1
"GO:0043560";"insulin receptor substrate binding";0.001692707;0.1235676;1;8.092734;0.01369863;0.1163307;1;11;0.06209725;1;16.10377;0.009433962;0.09090909;0.06038947;1
"GO:0036312";"phosphatidylinositol 3-kinase regulatory subunit binding";0.001709946;0.1248261;1;8.011147;0.01369863;0.1174439;1;10;0.05645204;1;17.71415;0.009433962;0.1;0.05505221;1
"GO:0044212";"transcription regulatory region DNA binding";0.101406;7.402637;11;1.485957;0.1506849;0.1178563;1;846;4.775843;10;2.093871;0.09433962;0.01182033;0.02122651;1
"GO:0000975";"regulatory region DNA binding";0.1014747;7.407649;11;1.484951;0.1506849;0.118265;1;848;4.787133;10;2.088933;0.09433962;0.01179245;0.02153609;1
"GO:0033764";"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";0.001726117;0.1260065;1;7.936097;0.01369863;0.1184869;1;27;0.1524205;1;6.560797;0.009433962;0.03703704;0.1418347;1
"GO:0005167";"neurotrophin TRK receptor binding";0.001750098;0.1277571;1;7.827351;0.01369863;0.1200314;1;7;0.03951643;1;25.30593;0.009433962;0.1428571;0.03885956;1
"GO:0001067";"regulatory region nucleic acid binding";0.1017998;7.431382;11;1.480209;0.1506849;0.1202113;1;849;4.792778;10;2.086472;0.09433962;0.01177856;0.02169212;1
"GO:0005125";"cytokine activity";0.0165773;1.210143;3;2.479046;0.04109589;0.121266;1;220;1.241945;3;2.415566;0.02830189;0.01363636;0.1282459;1
"GO:0004622";"lysophospholipase activity";0.001773764;0.1294848;1;7.722916;0.01369863;0.121553;1;21;0.1185493;1;8.43531;0.009433962;0.04761905;0.1121467;1
"GO:0019888";"protein phosphatase regulator activity";0.008231971;0.6009339;2;3.328153;0.02739726;0.1216613;1;78;0.4403259;2;4.54209;0.01886792;0.02564103;0.07189487;1
"GO:0051219";"phosphoprotein binding";0.008296587;0.6056509;2;3.302233;0.02739726;0.1232184;1;77;0.4346807;2;4.601078;0.01886792;0.02597403;0.07030248;1
"GO:0001105";"RNA polymerase II transcription coactivator activity";0.008310758;0.6066853;2;3.296602;0.02739726;0.1235606;1;42;0.2370986;1;4.217655;0.009433962;0.02380952;0.2118218;1
"GO:0016229";"steroid dehydrogenase activity";0.001842472;0.1345004;1;7.434921;0.01369863;0.1259559;1;29;0.1637109;1;6.108328;0.009433962;0.03448276;0.1515106;1
"GO:0047485";"protein N-terminus binding";0.008523211;0.6221944;2;3.214429;0.02739726;0.128718;1;105;0.5927464;2;3.374124;0.01886792;0.01904762;0.1187577;1
"GO:0001206";"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding";0.001939672;0.141596;1;7.062345;0.01369863;0.1321475;1;11;0.06209725;1;16.10377;0.009433962;0.09090909;0.06038947;1
"GO:0005159";"insulin-like growth factor receptor binding";0.001942722;0.1418187;1;7.051257;0.01369863;0.1323411;1;16;0.09032327;1;11.07134;0.009433962;0.0625;0.08663115;1
"GO:0008009";"chemokine activity";0.00199474;0.145616;1;6.867378;0.01369863;0.1356361;1;48;0.2709698;1;3.690448;0.009433962;0.02083333;0.238206;1
"GO:0052745";"inositol phosphate phosphatase activity";0.002024636;0.1477984;1;6.765972;0.01369863;0.1375243;1;19;0.1072589;1;9.323237;0.009433962;0.05263158;0.1020263;1
"GO:0005248";"voltage-gated sodium channel activity";0.002035446;0.1485876;1;6.730039;0.01369863;0.138206;1;23;0.1298397;1;7.701805;0.009433962;0.04347826;0.122154;1
"GO:0035591";"signaling adaptor activity";0.009080005;0.6628404;2;3.017318;0.02739726;0.1424663;1;79;0.4459711;2;4.484595;0.01886792;0.02531646;0.07349897;1
"GO:0019783";"ubiquitin-like protein-specific protease activity";0.009430712;0.6884419;2;2.905111;0.02739726;0.1512819;1;134;0.7564574;2;2.643903;0.01886792;0.01492537;0.1750824;1
"GO:0033613";"activating transcription factor binding";0.009430862;0.6884529;2;2.905064;0.02739726;0.1512857;1;66;0.3725835;1;2.683962;0.009433962;0.01515152;0.312222;1
"GO:0042562";"hormone binding";0.00953702;0.6962024;2;2.872728;0.02739726;0.1539758;1;65;0.3669383;2;5.450508;0.01886792;0.03076923;0.05217492;1
"GO:0005165";"neurotrophin receptor binding";0.002303591;0.1681621;1;5.946643;0.01369863;0.1549471;1;12;0.06774245;1;14.76179;0.009433962;0.08333333;0.06569687;1
"GO:0016810";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds";0.009867023;0.7202927;2;2.776649;0.02739726;0.1623974;1;148;0.8354902;1;1.196902;0.009433962;0.006756757;0.5687916;1
"GO:0042379";"chemokine receptor binding";0.002434935;0.1777503;1;5.62587;0.01369863;0.16303;1;61;0.3443575;1;2.903959;0.009433962;0.01639344;0.292408;1
"GO:0004984";"olfactory receptor activity";0.01019862;0.7444994;2;2.686369;0.02739726;0.1709432;1;357;2.015338;2;0.9923894;0.01886792;0.005602241;0.6015119;1
"GO:0001190";"transcriptional activator activity, RNA polymerase II transcription factor binding";0.01031385;0.7529113;2;2.656355;0.02739726;0.1739308;1;60;0.3387123;1;2.952358;0.009433962;0.01666667;0.2883779;1
"GO:0015485";"cholesterol binding";0.002638944;0.1926429;1;5.19095;0.01369863;0.1754336;1;43;0.2427438;1;4.11957;0.009433962;0.02325581;0.2162812;1
"GO:0008139";"nuclear localization sequence binding";0.002711607;0.1979473;1;5.051849;0.01369863;0.1798075;1;27;0.1524205;1;6.560797;0.009433962;0.03703704;0.1418347;1
"GO:0015932";"nucleobase-containing compound transmembrane transporter activity";0.002716656;0.1983159;1;5.04246;0.01369863;0.1801105;1;36;0.2032274;1;4.920597;0.009433962;0.02777778;0.1845326;1
"GO:0016853";"isomerase activity";0.01055691;0.7706546;2;2.595196;0.02739726;0.1802608;1;150;0.8467806;2;2.361887;0.01886792;0.01333333;0.2077197;1
"GO:0030169";"low-density lipoprotein particle binding";0.002838727;0.2072271;1;4.825624;0.01369863;0.1874045;1;14;0.07903286;1;12.65296;0.009433962;0.07142857;0.07622275;1
"GO:0001078";"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";0.02056199;1.501025;3;1.998634;0.04109589;0.1900905;1;133;0.7508122;2;2.663782;0.01886792;0.01503759;0.1730707;1
"GO:0003682";"chromatin binding";0.05322244;3.885238;6;1.544307;0.08219178;0.1924825;1;503;2.839538;5;1.76085;0.04716981;0.009940358;0.1554797;1
"GO:0042826";"histone deacetylase binding";0.01108661;0.8093223;2;2.471203;0.02739726;0.1941741;1;108;0.6096821;1;1.640199;0.009433962;0.009259259;0.4583651;1
"GO:0005484";"SNAP receptor activity";0.002956539;0.2158274;1;4.633332;0.01369863;0.1943832;1;41;0.2314534;1;4.320525;0.009433962;0.02439024;0.2073372;1
"GO:0008017";"microtubule binding";0.02083083;1.52065;3;1.97284;0.04109589;0.1950607;1;216;1.219364;3;2.460299;0.02830189;0.01388889;0.1232478;1
"GO:0000981";"RNA polymerase II transcription factor activity, sequence-specific DNA binding";0.1006345;7.34632;10;1.361226;0.1369863;0.1962626;1;766;4.324226;9;2.081297;0.08490566;0.01174935;0.02924212;1
"GO:0004181";"metallocarboxypeptidase activity";0.003038143;0.2217844;1;4.508883;0.01369863;0.1991823;1;25;0.1411301;1;7.08566;0.009433962;0.04;0.1320496;1
"GO:0016917";"GABA receptor activity";0.003085688;0.2252552;1;4.439409;0.01369863;0.2019655;1;22;0.1241945;1;8.051887;0.009433962;0.04545455;0.1171644;1
"GO:0003713";"transcription coactivator activity";0.03216756;2.348232;4;1.703409;0.05479452;0.2082922;1;301;1.699206;3;1.76553;0.02830189;0.009966777;0.2416772;1
"GO:0071889";"14-3-3 protein binding";0.003233022;0.2360106;1;4.237098;0.01369863;0.2105296;1;25;0.1411301;1;7.08566;0.009433962;0.04;0.1320496;1
"GO:0032934";"sterol binding";0.003379526;0.2467054;1;4.053418;0.01369863;0.2189555;1;48;0.2709698;1;3.690448;0.009433962;0.02083333;0.238206;1
"GO:0048487";"beta-tubulin binding";0.00342501;0.2500257;1;3.999589;0.01369863;0.2215534;1;35;0.1975821;1;5.061186;0.009433962;0.02857143;0.1798943;1
"GO:0042169";"SH2 domain binding";0.003451055;0.251927;1;3.969403;0.01369863;0.2230372;1;31;0.1750013;1;5.714242;0.009433962;0.03225806;0.1610783;1
"GO:0005126";"cytokine receptor binding";0.02232402;1.629654;3;1.840882;0.04109589;0.2232247;1;271;1.52985;4;2.614635;0.03773585;0.01476015;0.0675216;1
"GO:0071813";"lipoprotein particle binding";0.003466136;0.2530279;1;3.952133;0.01369863;0.223895;1;24;0.1354849;1;7.380896;0.009433962;0.04166667;0.1271157;1
"GO:0016922";"ligand-dependent nuclear receptor binding";0.003519286;0.2569079;1;3.892446;0.01369863;0.2269109;1;21;0.1185493;1;8.43531;0.009433962;0.04761905;0.1121467;1
"GO:0030296";"protein tyrosine kinase activator activity";0.003635845;0.2654167;1;3.767661;0.01369863;0.2334845;1;19;0.1072589;1;9.323237;0.009433962;0.05263158;0.1020263;1
"GO:0046872";"metal ion binding";0.3501715;25.56252;29;1.134474;0.3972603;0.2338221;1;4096;23.12276;29;1.254176;0.2735849;0.007080078;0.1043513;1
"GO:0001205";"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding";0.003651594;0.2665664;1;3.751411;0.01369863;0.2343685;1;30;0.1693561;1;5.904717;0.009433962;0.03333333;0.1563079;1
"GO:0004864";"protein phosphatase inhibitor activity";0.003697253;0.2698995;1;3.705083;0.01369863;0.2369255;1;35;0.1975821;1;5.061186;0.009433962;0.02857143;0.1798943;1
"GO:0019212";"phosphatase inhibitor activity";0.003826158;0.2793095;1;3.580258;0.01369863;0.2440993;1;37;0.2088726;1;4.787608;0.009433962;0.02702703;0.189145;1
"GO:0016836";"hydro-lyase activity";0.003827507;0.279408;1;3.578995;0.01369863;0.244174;1;52;0.2935506;1;3.406567;0.009433962;0.01923077;0.2553076;1
