"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0000982";"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding";0.06075762;29.46745;45;1.527109;0.09278351;0.003525038;0.351493184139535;400;14.20887;35;2.46325;0.05247376;0.0875;9.505031e-07;0.00080260481764
"GO:0016772";"transferase activity, transferring phosphorus-containing groups";0.09724535;47.16399;66;1.399373;0.1360825;0.003579869;0.351493184139535;1003;35.62875;32;0.8981511;0.04797601;0.03190429;0.7618803;1
"GO:0003712";"transcription cofactor activity";0.05948812;28.85174;44;1.525038;0.09072165;0.003990667;0.3750031064;534;18.96884;37;1.950567;0.05547226;0.06928839;8.934683e-05;0.0164009702721739
"GO:0044388";"small protein activating enzyme binding";0.0001902562;0.09227426;2;21.67452;0.004123711;0.003996954;0.3750031064;5;0.1776109;2;11.26057;0.002998501;0.4;0.01173089;0.708588513428571
"GO:0003713";"transcription coactivator activity";0.03216756;15.60127;27;1.730629;0.0556701;0.004756427;0.431583439914894;301;10.69218;21;1.964053;0.03148426;0.06976744;0.002628385;0.27742603675
"GO:0047555";"3',5'-cyclic-GMP phosphodiesterase activity";0.002207857;1.070811;5;4.669359;0.01030928;0.004804458;0.431583439914894;15;0.5328327;4;7.507046;0.005997001;0.2666667;0.00157495;0.184706636111111
"GO:0015459";"potassium channel regulator activity";0.006558909;3.181071;9;2.829236;0.0185567;0.005336942;0.462887155510204;47;1.669543;9;5.390698;0.01349325;0.1914894;3.467738e-05;0.00802442166095238
"GO:0001222";"transcription corepressor binding";0.001418361;0.687905;4;5.814757;0.008247423;0.00537221;0.462887155510204;11;0.390744;3;7.677661;0.004497751;0.2727273;0.005946842;0.530146057793103
"GO:0004115";"3',5'-cyclic-AMP phosphodiesterase activity";0.003302154;1.601545;6;3.746383;0.01237113;0.005968511;0.498894782392157;16;0.5683549;4;7.037856;0.005997001;0.25;0.002041391;0.226809284263158
"GO:0000978";"RNA polymerase II core promoter proximal region sequence-specific DNA binding";0.04909417;23.81067;37;1.553925;0.07628866;0.006026441;0.498894782392157;361;12.82351;29;2.261472;0.04347826;0.08033241;3.991304e-05;0.00802442166095238
"GO:1990381";"ubiquitin-specific protease binding";0.0007635506;0.370322;3;8.101057;0.006185567;0.006398983;0.519548196653846;16;0.5683549;3;5.278392;0.004497751;0.1875;0.01768855;0.969883871428571
"GO:0008597";"calcium-dependent protein serine/threonine phosphatase regulator activity";0.0002556548;0.1239926;2;16.13;0.004123711;0.007067978;0.551596623636364;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;1
"GO:0000977";"RNA polymerase II regulatory region sequence-specific DNA binding";0.07720932;37.44652;53;1.415352;0.1092784;0.007178737;0.551596623636364;611;21.70405;45;2.073345;0.06746627;0.07364975;3.3179e-06;0.00139863690890909
"GO:0033613";"activating transcription factor binding";0.009430862;4.573968;11;2.404914;0.02268041;0.00718565;0.551596623636364;66;2.344464;8;3.412294;0.011994;0.1212121;0.00227021;0.245764785128205
"GO:0000976";"transcription regulatory region sequence-specific DNA binding";0.08628572;41.84858;58;1.385949;0.1195876;0.007587178;0.572019027071428;692;24.58135;49;1.993381;0.07346327;0.07080925;3.644009e-06;0.00139863690890909
"GO:0001012";"RNA polymerase II regulatory region DNA binding";0.07752843;37.60129;53;1.409526;0.1092784;0.007751821;0.574178741438596;613;21.7751;45;2.066581;0.06746627;0.07340946;3.614423e-06;0.00139863690890909
"GO:0001046";"core promoter sequence-specific DNA binding";0.01532631;7.433259;15;2.017957;0.03092784;0.008995781;0.644140307016949;111;3.942962;11;2.789781;0.01649175;0.0990991;0.001982467;0.226215558756757
"GO:0099106";"ion channel regulator activity";0.01248012;6.052856;13;2.147746;0.02680412;0.009001487;0.644140307016949;92;3.268041;12;3.671925;0.017991;0.1304348;9.863801e-05;0.0173520699258333
"GO:0001205";"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding";0.003651594;1.771023;6;3.387872;0.01237113;0.009497641;0.665347578153846;30;1.065665;4;3.753523;0.005997001;0.1333333;0.02077215;1
"GO:0031698";"beta-2 adrenergic receptor binding";0.0008904356;0.4318613;3;6.946675;0.006185567;0.009702468;0.665347578153846;4;0.1420887;2;14.07571;0.002998501;0.5;0.007207711;0.530146057793103
"GO:0000217";"DNA secondary structure binding";0.002633771;1.277379;5;3.914265;0.01030928;0.00983571;0.665347578153846;24;0.8525324;4;4.691904;0.005997001;0.1666667;0.009518485;0.608894601060606
"GO:0000989";"transcription factor activity, transcription factor binding";0.06635438;32.18188;46;1.429376;0.09484536;0.01014257;0.665347578153846;600;21.31331;38;1.782924;0.05697151;0.06333333;0.000437408;0.0636805715862069
"GO:0016508";"long-chain-enoyl-CoA hydratase activity";0.0003100863;0.1503919;2;13.29859;0.004123711;0.01021942;0.665347578153846;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;1
"GO:0000405";"bubble DNA binding";0.0009086316;0.4406863;3;6.807563;0.006185567;0.01024339;0.665347578153846;7;0.2486553;2;8.043264;0.002998501;0.2857143;0.02349714;1
"GO:0047021";"15-hydroxyprostaglandin dehydrogenase (NADP+) activity";2.211646e-05;0.01072649;1;93.22718;0.002061856;0.01066928;0.672323882985075;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0050221";"prostaglandin-E2 9-reductase activity";2.211646e-05;0.01072649;1;93.22718;0.002061856;0.01066928;0.672323882985075;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0030246";"carbohydrate binding";0.02172902;10.53858;19;1.8029;0.03917526;0.01106265;0.685016793589744;269;9.555467;18;1.883738;0.02698651;0.0669145;0.007799433;0.558122137728814
"GO:0003824";"catalytic activity";0.4365299;211.717;237;1.119419;0.4886598;0.01182796;0.685016793589744;5832;207.1654;203;0.9798935;0.3043478;0.03480796;0.6529315;1
"GO:0008134";"transcription factor binding";0.06007044;29.13416;42;1.441606;0.08659794;0.01204528;0.685016793589744;531;18.86228;38;2.014603;0.05697151;0.07156309;3.617215e-05;0.00802442166095238
"GO:0000988";"transcription factor activity, protein binding";0.06707538;32.53156;46;1.414012;0.09484536;0.0121088;0.685016793589744;608;21.59749;38;1.759464;0.05697151;0.0625;0.0005627099;0.0791920399266667
"GO:0001228";"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding";0.05665101;27.47574;40;1.45583;0.08247423;0.01218405;0.685016793589744;410;14.56409;33;2.265846;0.04947526;0.0804878;1.146302e-05;0.00403307253666667
"GO:0000987";"core promoter proximal region sequence-specific DNA binding";0.05153764;24.99576;37;1.480251;0.07628866;0.01233092;0.685016793589744;376;13.35634;29;2.171253;0.04347826;0.07712766;8.262164e-05;0.0158558438218182
"GO:0005031";"tumor necrosis factor-activated receptor activity";0.001816015;0.8807671;4;4.541496;0.008247423;0.01243905;0.685016793589744;24;0.8525324;4;4.691904;0.005997001;0.1666667;0.009518485;0.608894601060606
"GO:0036470";"tyrosine 3-monooxygenase activator activity";2.625988e-05;0.01273604;1;78.51734;0.002061856;0.01265545;0.685016793589744;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0036478";"L-dopa decarboxylase activator activity";2.625988e-05;0.01273604;1;78.51734;0.002061856;0.01265545;0.685016793589744;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0036524";"protein deglycase activity";2.625988e-05;0.01273604;1;78.51734;0.002061856;0.01265545;0.685016793589744;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0045340";"mercury ion binding";2.625988e-05;0.01273604;1;78.51734;0.002061856;0.01265545;0.685016793589744;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0042624";"ATPase activity, uncoupled";2.666836e-05;0.01293416;1;77.31467;0.002061856;0.01285104;0.686798618734177;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0001596";"angiotensin type I receptor activity";0.0003594413;0.174329;2;11.47256;0.004123711;0.01351785;0.704875257073171;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0001159";"core promoter proximal region DNA binding";0.05188259;25.16306;37;1.47041;0.07628866;0.01355035;0.704875257073171;379;13.46291;30;2.228345;0.04497751;0.07915567;3.886911e-05;0.00802442166095238
"GO:0045296";"cadherin binding";0.02695486;13.07311;22;1.682844;0.04536082;0.01369014;0.704875257073171;304;10.79874;21;1.944671;0.03148426;0.06907895;0.002954626;0.297010261238095
"GO:0000983";"transcription factor activity, RNA polymerase II core promoter sequence-specific";0.003980461;1.930524;6;3.107965;0.01237113;0.01398696;0.711481266506024;23;0.8170102;3;3.671925;0.004497751;0.1304348;0.04660766;1
"GO:0031711";"bradykinin receptor binding";0.0003712231;0.1800432;2;11.10845;0.004123711;0.01436475;0.721999696428571;2;0.07104436;1;14.07571;0.00149925;0.5;0.06978436;1
"GO:1990837";"sequence-specific double-stranded DNA binding";0.08931208;43.31636;58;1.338986;0.1195876;0.0145928;0.72483296;731;25.96671;49;1.887031;0.07346327;0.06703146;1.592395e-05;0.00517160899230769
"GO:0045174";"glutathione dehydrogenase (ascorbate) activity";3.252333e-05;0.01577382;1;63.3962;0.002061856;0.01565031;0.733253298241758;2;0.07104436;1;14.07571;0.00149925;0.5;0.06978436;1
"GO:0050610";"methylarsonate reductase activity";3.252333e-05;0.01577382;1;63.3962;0.002061856;0.01565031;0.733253298241758;2;0.07104436;1;14.07571;0.00149925;0.5;0.06978436;1
"GO:0016705";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";0.01199278;5.816496;12;2.063098;0.02474227;0.01566899;0.733253298241758;150;5.328327;5;0.9383808;0.007496252;0.03333333;0.6198958;1
"GO:0097159";"organic cyclic compound binding";0.4471765;216.8806;241;1.111211;0.4969072;0.01567555;0.733253298241758;6009;213.4528;251;1.175904;0.3763118;0.04177068;0.0009864847;0.122498188335294
"GO:0004310";"farnesyl-diphosphate farnesyltransferase activity";3.284604e-05;0.01593033;1;62.77335;0.002061856;0.01580437;0.733253298241758;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0051996";"squalene synthase activity";3.284604e-05;0.01593033;1;62.77335;0.002061856;0.01580437;0.733253298241758;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0031072";"heat shock protein binding";0.007899346;3.831183;9;2.349144;0.0185567;0.01633945;0.749060884301075;105;3.729829;6;1.608653;0.008995502;0.05714286;0.1703069;1
"GO:0004512";"inositol-3-phosphate synthase activity";3.430365e-05;0.01663727;1;60.10601;0.002061856;0.01649992;0.749060884301075;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0030552";"cAMP binding";0.00417193;2.023386;6;2.965326;0.01237113;0.01719056;0.769105200206186;23;0.8170102;4;4.8959;0.005997001;0.173913;0.008157114;0.564579267344262
"GO:0008430";"selenium binding";0.001111751;0.5391994;3;5.563804;0.006185567;0.01746617;0.769105200206186;7;0.2486553;1;4.021632;0.00149925;0.1428571;0.2237032;1
"GO:0005506";"iron ion binding";0.01219876;5.916399;12;2.028261;0.02474227;0.01762415;0.769105200206186;159;5.648027;5;0.8852649;0.007496252;0.03144654;0.6705765;1
"GO:0031852";"mu-type opioid receptor binding";0.0004145607;0.201062;2;9.947183;0.004123711;0.01767011;0.769105200206186;4;0.1420887;2;14.07571;0.002998501;0.5;0.007207711;0.530146057793103
"GO:1901363";"heterocyclic compound binding";0.4422906;214.5109;238;1.109501;0.4907216;0.0179938;0.772743704242424;5925;210.4689;248;1.178321;0.3718141;0.04185654;0.0009568036;0.12241287270303
"GO:0003714";"transcription corepressor activity";0.02771309;13.44085;22;1.636801;0.04536082;0.01811976;0.772743704242424;220;7.81488;19;2.431259;0.02848576;0.08636364;0.0003376613;0.0528002225407407
"GO:0004497";"monooxygenase activity";0.006879256;3.336439;8;2.397766;0.01649485;0.02052792;0.852572234368932;92;3.268041;2;0.6119875;0.002998501;0.02173913;0.8432146;1
"GO:0004165";"dodecenoyl-CoA delta-isomerase activity";0.0004506318;0.2185564;2;9.150956;0.004123711;0.0206419;0.852572234368932;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;1
"GO:0051267";"CP2 mannose-ethanolamine phosphotransferase activity";4.301904e-05;0.02086424;1;47.9289;0.002061856;0.02064852;0.852572234368932;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0004613";"phosphoenolpyruvate carboxykinase (GTP) activity";4.333664e-05;0.02101827;1;47.57765;0.002061856;0.02079937;0.852572234368932;2;0.07104436;1;14.07571;0.00149925;0.5;0.06978436;1
"GO:0004784";"superoxide dismutase activity";0.000457623;0.2219472;2;9.011154;0.004123711;0.02124036;0.862276922307692;4;0.1420887;2;14.07571;0.002998501;0.5;0.007207711;0.530146057793103
"GO:0015362";"high-affinity sodium:dicarboxylate symporter activity";4.534367e-05;0.02199168;1;45.47174;0.002061856;0.02175211;0.874641984952381;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0003779";"actin binding";0.04016415;19.47961;29;1.488736;0.05979381;0.02334995;0.930032914150943;402;14.27992;20;1.400568;0.02998501;0.04975124;0.08241532;1
"GO:0005184";"neuropeptide hormone activity";0.002220347;1.076868;4;3.714474;0.008247423;0.02391631;0.935383325321101;28;0.9946211;3;3.016224;0.004497751;0.1071429;0.07579952;1
"GO:0003692";"left-handed Z-DNA binding";4.997931e-05;0.02423996;1;41.25419;0.002061856;0.02394913;0.935383325321101;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0030614";"oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor";5.040141e-05;0.02444468;1;40.90869;0.002061856;0.02414893;0.935383325321101;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;1
"GO:0047894";"flavonol 3-sulfotransferase activity";5.140867e-05;0.02493321;1;40.10716;0.002061856;0.02462557;0.945174150363636;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;1
"GO:0070915";"lysophosphatidic acid receptor activity";0.0005045257;0.244695;2;8.173441;0.004123711;0.02543786;0.96755535963964;5;0.1776109;2;11.26057;0.002998501;0.4;0.01173089;0.708588513428571
"GO:0016532";"superoxide dismutase copper chaperone activity";5.63071e-05;0.02730894;1;36.61804;0.002061856;0.02694017;1;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;1
"GO:0070320";"inward rectifier potassium channel inhibitor activity";5.685277e-05;0.02757359;1;36.26658;0.002061856;0.02719767;1;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0000170";"sphingosine hydroxylase activity";5.708833e-05;0.02768784;1;36.11694;0.002061856;0.02730881;1;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0004760";"serine-pyruvate transaminase activity";5.736814e-05;0.02782355;1;35.94078;0.002061856;0.02744082;1;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0043142";"single-stranded DNA-dependent ATPase activity";0.001325998;0.6431089;3;4.66484;0.006185567;0.0274899;1;13;0.4617884;2;4.330988;0.002998501;0.1538462;0.07586746;1
"GO:0035259";"glucocorticoid receptor binding";0.002347947;1.138754;4;3.51261;0.008247423;0.02852728;1;13;0.4617884;4;8.661977;0.005997001;0.3076923;0.0008730641;0.11518989469375
"GO:0000980";"RNA polymerase II distal enhancer sequence-specific DNA binding";0.007345221;3.562432;8;2.245657;0.01649485;0.02870361;1;72;2.557597;5;1.95496;0.007496252;0.06944444;0.11262;1
"GO:0016247";"channel regulator activity";0.01624975;7.881128;14;1.776396;0.02886598;0.02964704;1;130;4.617884;13;2.815142;0.01949025;0.1;0.0007382759;0.100548414509677
"GO:0061663";"NEDD8 ligase activity";6.300696e-05;0.03055837;1;32.72425;0.002061856;0.03009712;1;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0004300";"enoyl-CoA hydratase activity";0.0005542491;0.2688108;2;7.440177;0.004123711;0.03022167;1;8;0.2841775;1;3.518928;0.00149925;0.125;0.2512892;1
"GO:0015250";"water channel activity";0.0005692439;0.2760833;2;7.24419;0.004123711;0.03172895;1;12;0.4262662;1;2.345952;0.00149925;0.08333333;0.3521855;1
"GO:0017110";"nucleoside-diphosphatase activity";0.0005898728;0.2860883;2;6.990848;0.004123711;0.03384997;1;14;0.4973105;2;4.021632;0.002998501;0.1428571;0.08649225;1
"GO:0031728";"CCR3 chemokine receptor binding";7.195859e-05;0.03489992;1;28.65336;0.002061856;0.03429915;1;4;0.1420887;1;7.037856;0.00149925;0.25;0.1347057;1
"GO:0003684";"damaged DNA binding";0.004914576;2.383569;6;2.517233;0.01237113;0.03431162;1;64;2.27342;5;2.19933;0.007496252;0.078125;0.07673862;1
"GO:0001047";"core promoter binding";0.02144598;10.4013;17;1.634411;0.03505155;0.0352038;1;167;5.932204;13;2.191428;0.01949025;0.07784431;0.006731205;0.530146057793103
"GO:0015301";"anion:anion antiporter activity";0.002539412;1.231615;4;3.247768;0.008247423;0.03637221;1;30;1.065665;4;3.753523;0.005997001;0.1333333;0.02077215;1
"GO:0004861";"cyclin-dependent protein serine/threonine kinase inhibitor activity";0.000616242;0.2988773;2;6.691708;0.004123711;0.03663921;1;12;0.4262662;1;2.345952;0.00149925;0.08333333;0.3521855;1
"GO:1904264";"ubiquitin protein ligase activity involved in ERAD pathway";0.000617255;0.2993687;2;6.680726;0.004123711;0.03674808;1;13;0.4617884;2;4.330988;0.002998501;0.1538462;0.07586746;1
"GO:0004341";"gluconolactonase activity";7.727674e-05;0.03747922;1;26.68145;0.002061856;0.03678696;1;1;0.03552218;1;28.15142;0.00149925;1;0.03552218;1
"GO:0043167";"ion binding";0.4862315;235.8223;256;1.085563;0.5278351;0.03693042;1;6102;216.7564;237;1.093394;0.3553223;0.03883972;0.04901269;1
"GO:0005006";"epidermal growth factor-activated receptor activity";0.0006197764;0.3005915;2;6.653547;0.004123711;0.0370196;1;2;0.07104436;1;14.07571;0.00149925;0.5;0.06978436;1
"GO:0000979";"RNA polymerase II core promoter sequence-specific DNA binding";0.007756233;3.761773;8;2.126657;0.01649485;0.03757877;1;58;2.060287;6;2.912216;0.008995502;0.1034483;0.01661983;0.935585630133333
"GO:0003729";"mRNA binding";0.01840045;8.924218;15;1.68082;0.03092784;0.03761102;1;193;6.855781;12;1.750348;0.017991;0.06217617;0.04316282;1
"GO:0004074";"biliverdin reductase activity";7.978961e-05;0.03869796;1;25.84115;0.002061856;0.03796025;1;2;0.07104436;1;14.07571;0.00149925;0.5;0.06978436;1
